district;neighborhood;room;living room;area (m2);age;floor;price
 Beşiktaş ; Kuruçeşme Mah.;2;1;80;31;3;1150
 Sarıyer ; Huzur Mah.;2;1;125;4;12;700
 Şişli ; Merkez Mah.;1;1;70;1;2;500
 Şişli ; Cumhuriyet Mah.;1;1;95;15;2;580
 Sarıyer ; Huzur Mah.;1;1;98;7;21;500
 Sarıyer ; Maslak Mah.;4;1;255;12;21;1200
 Sarıyer ; Maslak Mah.;4;1;250;10;21;1300
 Şişli ; Cumhuriyet Mah.;2;1;160;15;20;1200
 Beşiktaş ; Levazım Mah.;2;1;170;4;10;2400
 Kağıthane ; Hamidiye Mah.;2;1;125;1;5;650
 Beşiktaş ; Levazım Mah.;2;1;220;5;15;2400
 Beşiktaş ; Levazım Mah.;1;1;180;6;4;3400
 Beşiktaş ; Levazım Mah.;2;1;170;5;8;2400
 Beşiktaş ; Levazım Mah.;2;1;195;4;14;2400
 Şişli ; Fulya Mah.;1;1;130;4;20;950
 Beşiktaş ; Kültür Mah.;4;1;240;26;7;2000
 Sarıyer ; Maslak Mah.;3;1;170;12;2;850
 Sarıyer ; Huzur Mah.;3;1;170;7;2;800
 Sarıyer ; Maslak Mah.;4;1;255;12;21;129999
 Sarıyer ; Huzur Mah.;1;1;80;8;4;475
 Beşiktaş ; Nisbetiye Mah.;4;1;400;10;10;4500
 Sarıyer ; Huzur Mah.;4;1;280;5;21;1000
 Sarıyer ; Huzur Mah.;4;1;280;5;21;1300
 Sarıyer ; Huzur Mah.;4;1;210;3;10;900
 Beşiktaş ; Vişnezade Mah.;3;1;262;10;10;3500
 Sarıyer ; Maslak Mah.;3;1;180;12;21;900
 Sarıyer ; Maslak Mah.;3;1;170;6;21;990
 Sarıyer ; Maslak Mah.;3;1;167;10;18;800
 Şişli ; Cumhuriyet Mah.;2;1;180;12;21;1200
 Sarıyer ; Maslak Mah.;2;1;160;10;21;1500
 Şişli ; Cumhuriyet Mah.;2;1;160;20;21;1200
 Beşiktaş ; Vişnezade Mah.;2;1;110;31;2;600
 Pendik ; Yenişehir Mah.;3;1;100;27;7;250
 Sarıyer ; Ayazağa Mah.;3;2;240;10;-1;550
 Üsküdar ; Selami Ali Mah.;2;1;135;28;3;350
 Tuzla ; Fatih Mah.;1;0;53;11;3;1475
 Kağıthane ; Çeliktepe Mah.;1;1;85;6;8;335
 Şişli ; Mecidiyeköy Mah.;2;1;110;16;3;350
 Kadıköy ; Sahrayı Cedit Mah.;3;1;110;30;4;150
 Beylikdüzü ; Sahil Mah.;3;1;150;0;2;400
 Üsküdar ; Güzeltepe Mah.;4;2;312;0;3;3000
 Bahçelievler ; Şirinevler Mah.;3;1;135;30;1;300
 Esenyurt ; Fatih Mah.;2;1;79;5;0;130
 Başakşehir ; Kayabaşı Mah.;2;1;85;11;6;185
 Esenyurt ; Piri Reis Mah.;2;0;82;4;5;300
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;140;0;0;300
 Sarıyer ; Zekeriyaköy Mah.;5;1;300;4;0;1600
 Ataşehir ; Küçükbakkalköy Mah.;2;1;90;11;6;400
 Tuzla ; İçmeler Mah.;1;1;186;0;14;390
 Kartal ; Uğur Mumcu Mah.;3;1;110;26;2;200
 Güngören ; Abdurrahman Nafiz Gürman Mah.;3;1;135;33;2;260
 Beylikdüzü ; Marmara Mah.;3;1;140;1;4;650
 Küçükçekmece ; Cumhuriyet Mah.;1;2;80;48;5;130
 Sancaktepe ; Abdurrahmangazi Mah.;3;1;174;0;1;600
 Küçükçekmece ; Cennet Mah.;2;1;105;30;3;260
 Beşiktaş ; Akat Mah.;4;1;225;23;6;1500
 Şişli ; Cumhuriyet Mah.;1;123;50;10;2;400
 Beşiktaş ; Konaklar Mah.;2;1;80;3;16;450
 Kadıköy ; Caferağa Mah.;4;1;180;40;-2;800
 Beşiktaş ; Gayrettepe Mah.;3;1;130;30;3;500
 Zeytinburnu ; Seyitnizam Mah.;4;1;197;10;7;700
 Maltepe ; Aydınevler Mah.;2;1;65;10;0;300
 Şişli ; Eskişehir Mah.;2;1;80;40;1;250
 Beşiktaş ; Dikilitaş Mah.;2;1;90;40;4;350
 Silivri ; Alipaşa Mah.;2;1;90;2;5;170
 Beşiktaş ; Nisbetiye Mah.;2;1;221;0;15;2200
 Üsküdar ; Ahmediye Mah.;2;1;110;35;3;350
 Bayrampaşa ; Yıldırım Mah.;3;1;130;30;1;230
 Üsküdar ; Mimar Sinan Mah.;2;1;80;0;4;360
 Çekmeköy ; Nişantepe Mah.;2;1;98;4;3;400
 Kadıköy ; Göztepe Mah.;4;1;220;26;8;550
 Maltepe ; Altıntepe Mah.;3;1;100;31;4;350
 Üsküdar ; Küçük Çamlıca Mah.;2;1;95;15;0;320
 Kartal ; Petroliş Mah.;3;1;115;3;1;350
 Bağcılar ; Bağlar Mah.;2;1;110;1;12;350
 Fatih ; Koca Mustafapaşa Mah.;3;1;110;50;5;230
 Beşiktaş ; Dikilitaş Mah.;2;1;95;0;5;800
 Kağıthane ; Çağlayan Mah.;2;1;80;11;2;300
 Eyüpsultan ; Akşemsettin Mah.;3;1;135;20;4;280
 Kadıköy ; Caferağa Mah.;2;1;120;40;1;500
 Üsküdar ; Zeynep Kamil Mah.;2;1;85;35;3;250
 Maltepe ; Bağlarbaşı Mah.;6;2;240;25;4;540
 Fatih ; Seyyid Ömer Mah.;2;1;75;40;3;165
 Beyoğlu ; Firuzağa Mah.;1;0;25;35;2;250
 Kadıköy ; Rasimpaşa Mah.;2;1;110;35;1;345
 Beylikdüzü ; Adnan Kahveci Mah.;2;1;95;9;1;160
 Fatih ; Haseki Sultan Mah.;3;1;110;45;3;350
 Güngören ; Mareşal Çakmak Mah.;2;2;90;45;2;220
 Esenyurt ; Aşık Veysel Mah.;1;1;97;14;4;160
 Kağıthane ; Hürriyet Mah.;1;1;60;7;1;215
 Küçükçekmece ; Yeni Mahalle Mah.;1;1;60;50;1;125
 Kağıthane ; Seyrantepe Mah.;3;1;105;5;1;400
 Beylikdüzü ; Büyükşehir Mah.;1;1;55;26;3;170
 Beşiktaş ; Abbasağa Mah.;2;1;90;40;2;250
 Kağıthane ; Ortabayır Mah.;2;1;130;25;-1;270
 Kağıthane ; Şirintepe Mah.;1;1;75;25;0;85
 Sultanbeyli ; Mimar Sinan Mah.;2;1;130;15;2;220
 Şişli ; Gülbahar Mah.;1;1;70;5;4;185
 Silivri ; Yeni Mah.;2;1;100;15;7;190
 Avcılar ; Mustafa Kemal Paşa Mah.;2;1;70;8;5;150
 Esenyurt ; Güzelyurt Mah.;2;1;115;4;1;150
 Ataşehir ; İçerenköy Mah.;3;1;120;30;1;270
 Şile ; Çavuş Mah.;1;1;60;11;5;190
 Eyüpsultan ; Göktürk Merkez Mah.;3;1;250;7;2;1380
 Beşiktaş ; Levazım Mah.;2;1;200;5;12;2400
 Küçükçekmece ; Yeni Mahalle Mah.;2;1;75;6;1;210
 Kağıthane ; Seyrantepe Mah.;1;0;30;15;3;200
 Beyoğlu ; Hacıahmet Mah.;2;1;85;35;1;165
 Bağcılar ; Merkez Mah.;3;1;125;26;2;240
 Beşiktaş ; Ulus Mah.;4;1;200;21;1;1250
 Şişli ;19 Mayıs Mah.;2;1;85;30;3;350
 Silivri ; Alibey Mah.;3;1;130;8;2;195
 Beşiktaş ; Gayrettepe Mah.;3;1;150;40;2;580
 Tuzla ; Cami Mah.;1;1;70;12;0;400
 Çekmeköy ; Çatalmeşe Mah.;3;1;150;6;0;250
 Üsküdar ; Cumhuriyet Mah.;3;1;120;10;0;250
 Fatih ; Mevlanakapı Mah.;2;1;80;42;1;150
 Zeytinburnu ; Kazlıçeşme Mah.;3;1;168;0;1;1000
 Kadıköy ; Zühtüpaşa Mah.;3;1;140;18;1;1000
 Beyoğlu ; Kulaksız Mah.;2;1;85;30;5;180
 Bahçelievler ; Zafer Mah.;2;1;95;30;5;150
 Kağıthane ; Ortabayır Mah.;2;1;104;35;3;265
 Eyüpsultan ; Güzeltepe Mah.;3;1;110;13;3;290
 Sancaktepe ; Atatürk Mah.;3;1;142;11;2;370
 Beşiktaş ; Ulus Mah.;4;1;239;24;1;1550
 Beyoğlu ; Cihangir Mah.;2;1;151;90;0;700
 Bakırköy ; Kartaltepe Mah.;3;1;110;35;3;320
 Kağıthane ; Ortabayır Mah.;2;1;85;25;2;250
 Beyoğlu ; Halıcıoğlu Mah.;2;1;105;25;5;200
 Kadıköy ; Suadiye Mah.;3;1;120;5;6;1100
 Kağıthane ; Hamidiye Mah.;1;1;70;6;10;380
 Kartal ; Topselvi Mah.;3;1;135;35;4;160
 Bakırköy ; Yeşilyurt Mah.;2;1;120;22;4;550
 Bağcılar ; Fatih Mah.;2;1;108;25;2;180
 Beyoğlu ; Cihangir Mah.;1;1;50;45;4;380
 Beyoğlu ; Sütlüce Mah.;2;1;75;0;0;200
 Ümraniye ; Esenevler Mah.;3;1;85;15;0;260
 Kartal ; Uğur Mumcu Mah.;3;1;120;30;3;300
 Beşiktaş ; Akat Mah.;4;1;176;28;4;700
 Fatih ; Molla Gürani Mah.;4;1;130;35;1;300
 Sarıyer ; Maslak Mah.;1;1;85;10;19;600
 Kağıthane ; Seyrantepe Mah.;1;1;80;4;1;230
 Kağıthane ; Seyrantepe Mah.;3;1;95;15;0;225
 Kartal ; Kordonboyu Mah.;2;1;161;5;21;700
 Esenyurt ; Talatpaşa Mah.;2;1;85;0;3;150
 Sarıyer ; Cumhuriyet Mah.;3;1;250;28;0;350
 Maltepe ; Aydınevler Mah.;2;1;80;14;0;230
 Başakşehir ; Başakşehir Mah.;1;1;70;1;3;250
 Maltepe ; Zümrütevler Mah.;3;1;120;33;5;220
 Avcılar ; Ambarlı Mah.;3;1;140;30;3;140
 Beşiktaş ; Vişnezade Mah.;2;1;80;40;2;300
 Beyoğlu ; Cihangir Mah.;2;1;90;20;2;300
 Maltepe ; Küçükyalı Mah.;2;1;85;30;0;220
 Esenyurt ; Ardıçlı Mah.;1;1;65;10;0;100
 Üsküdar ; Zeynep Kamil Mah.;2;1;95;35;2;235
 Eyüpsultan ; Esentepe Mah.;2;1;85;5;1;200
 Beşiktaş ; Vişnezade Mah.;2;1;85;35;1;270
 Kadıköy ; Sahrayı Cedit Mah.;3;1;155;27;7;780
 Sarıyer ; Maslak Mah.;3;1;128;15;10;650
 Kağıthane ; Hamidiye Mah.;1;0;45;3;8;350
 Kadıköy ; Osmanağa Mah.;1;1;50;45;0;250
 Sarıyer ; Yeniköy Mah.;3;1;120;26;2;1150
 Maltepe ; Fındıklı Mah.;2;1;85;7;-1;175
 Üsküdar ; Zeynep Kamil Mah.;2;1;85;30;1;270
 Büyükçekmece ; Kamiloba Mah.;3;1;130;11;1;1500
 Güngören ; Gençosman Mah.;1;1;70;20;0;125
 Kadıköy ; Kozyatağı Mah.;3;1;135;31;5;320
 Kadıköy ; Merdivenköy Mah.;3;1;130;35;3;300
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;95;35;5;155
 Esenyurt ; Mehmet Akif Ersoy Mah.;2;1;70;0;2;180
 Küçükçekmece ; Atakent Mah.;2;1;72;5;6;240
 Şişli ; Mecidiyeköy Mah.;2;1;95;15;0;200
 Küçükçekmece ; Gültepe Mah.;2;1;90;8;1;250
 Kadıköy ; Feneryolu Mah.;3;1;143;29;2;550
 Kadıköy ; Fenerbahçe Mah.;3;1;250;12;2;2600
 Kartal ; Hürriyet Mah.;3;1;140;11;3;260
 Kartal ; Soğanlık Yeni Mah.;1;1;74;15;2;270
 Kadıköy ;19 Mayıs Mah.;2;1;100;32;6;300
 Sancaktepe ; Yenidoğan Mah.;2;1;100;7;3;250
 Bakırköy ; Osmaniye Mah.;4;1;200;12;2;1200
 Bahçelievler ; Soğanlı Mah.;2;1;75;5;0;175
 Gaziosmanpaşa ; Karayolları Mah.;1;1;78;14;15;400
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;70;37;1;230
 Beylikdüzü ; Kavaklı Mah.;2;1;100;3;0;200
 Kadıköy ; Kozyatağı Mah.;1;1;65;16;12;450
 Sancaktepe ; Abdurrahmangazi Mah.;4;1;235;13;0;1200
 Küçükçekmece ; Halkalı Merkez Mah.;2;1;85;28;1;140
 Kartal ; Yalı Mah.;2;1;105;7;4;260
 Pendik ; Esenyalı Mah.;3;1;130;30;4;200
 Şişli ; Halaskargazi Mah.;3;0;157;27;4;550
 Kadıköy ; Koşuyolu Mah.;4;1;200;31;1;580
 Maltepe ; Altayçeşme Mah.;3;1;130;27;3;330
 Üsküdar ; Murat Reis Mah.;2;1;85;20;2;300
 Küçükçekmece ; Yeşilova Mah.;2;1;75;1;1;255
 Sarıyer ; Maslak Mah.;4;1;400;3;2;1300
 Kağıthane ; Ortabayır Mah.;2;1;95;5;2;290
 Esenyurt ; Üçevler Mah.;2;1;90;5;1;150
 Beşiktaş ; Vişnezade Mah.;3;1;95;35;0;300
 Bakırköy ; Şenlikköy Mah.;5;2;320;29;2;900
 Üsküdar ; Bulgurlu Mah.;2;1;80;5;0;200
 Sultanbeyli ; Adil Mah.;1;1;65;9;6;220
 Avcılar ; Merkez Mah.;3;1;120;31;0;165
 Kartal ; Soğanlık Yeni Mah.;3;1;160;11;3;450
 Silivri ; Yeni Mah.;3;1;140;21;2;200
 Tuzla ; Yayla Mah.;5;2;600;11;0;1200
 Küçükçekmece ; Yeni Mahalle Mah.;2;1;105;15;1;250
 Maltepe ; Çınar Mah.;2;1;80;0;0;300
 Sancaktepe ; Emek Mah.;2;1;92;0;2;2215
 Zeytinburnu ; Telsiz Mah.;1;1;55;0;1;260
 Ataşehir ; Küçükbakkalköy Mah.;3;1;120;12;8;390
 Başakşehir ; Ziya Gökalp Mah.;3;1;183;5;10;600
 Şişli ; Merkez Mah.;1;1;75;5;4;650
 Ataşehir ; Örnek Mah.;2;1;70;11;14;320
 Pendik ; Fevzi Çakmak Mah.;2;1;85;0;1;35999
 Eyüpsultan ; Mimar Sinan Mah.;3;1;222;0;0;1000
 Pendik ; Yenişehir Mah.;2;1;103;16;6;310
 Ümraniye ; Saray Mah.;2;1;110;5;14;440
 Üsküdar ; Barbaros Mah.;3;1;190;4;0;900
 Kağıthane ; Ortabayır Mah.;1;1;50;7;1;300
 Kartal ; Orhantepe Mah.;3;1;145;2;21;625
 Ümraniye ; Şerifali Mah.;3;1;222;11;4;930
 Gaziosmanpaşa ; Karadeniz Mah.;1;1;84;0;7;350
 Kartal ; Kordonboyu Mah.;1;1;98;4;11;480
 Güngören ; Abdurrahman Nafiz Gürman Mah.;2;1;130;26;1;325
 Esenyurt ; Mevlana Mah.;1;1;120;21;12;200
 Ataşehir ; Küçükbakkalköy Mah.;3;1;120;28;8;390
 Şişli ; Merkez Mah.;2;1;120;22;4;430
 Kadıköy ; Dumlupınar Mah.;2;1;102;6;4;430
 Ümraniye ; Atatürk Mah.;2;1;80;20;0;250
 Beşiktaş ; Etiler Mah.;2;1;100;50;3;450
 Beylikdüzü ; Adnan Kahveci Mah.;4;2;230;5;4;500
 Fatih ; Seyyid Ömer Mah.;2;0;110;40;4;220
 Fatih ; Molla Gürani Mah.;2;1;75;40;-1;175
 Beşiktaş ; Etiler Mah.;4;1;210;30;3;2600
 Sarıyer ; Maslak Mah.;3;1;260;8;21;1250
 Zeytinburnu ; Telsiz Mah.;4;1;170;25;2;300
 Esenyurt ; Zafer Mah.;1;1;70;5;3;150
 Sarıyer ; Ferahevler Mah.;5;1;300;22;4;900
 Maltepe ; Çınar Mah.;3;1;166;1;21;880
 Kağıthane ; Talatpaşa Mah.;1;1;60;4;0;170
 Kağıthane ; Gültepe Mah.;2;1;95;25;4;325
 Kartal ; Orhantepe Mah.;2;1;90;1;1;325
 Kağıthane ; Hamidiye Mah.;4;1;220;4;5;990
 Kadıköy ; Osmanağa Mah.;4;1;220;26;3;625
 Gaziosmanpaşa ; Bağlarbaşı Mah.;2;1;107;2;1;300
 Güngören ; Mareşal Çakmak Mah.;2;1;95;30;0;150
 Küçükçekmece ; İstasyon Mah.;2;1;95;0;9;250
 Beşiktaş ; Kültür Mah.;3;1;125;40;5;650
 Ataşehir ; Kayışdağı Mah.;1;1;47;5;3;235
 Eyüpsultan ; Göktürk Merkez Mah.;2;1;88;4;2;750
 Gaziosmanpaşa ; Karlıtepe Mah.;2;1;80;8;5;200
 Maltepe ; Bağlarbaşı Mah.;3;1;120;29;1;265
 Esenyurt ; Akevler Mah.;2;1;115;11;21;180
 Kartal ; Cevizli Mah.;3;1;130;30;2;270
 Güngören ; Abdurrahman Nafiz Gürman Mah.;3;1;135;33;2;280
 Avcılar ; Denizköşkler Mah.;5;1;345;28;4;250
 Sarıyer ; Huzur Mah.;2;1;116;4;21;750
 Bakırköy ; Şenlikköy Mah.;4;1;200;25;2;750
 Beşiktaş ; Mecidiye Mah.;3;1;155;21;2;39999
 Kadıköy ;19 Mayıs Mah.;3;1;135;4;1;750
 Esenyurt ; Akevler Mah.;2;1;145;3;8;195
 Şişli ; Teşvikiye Mah.;1;1;127;0;7;690
 Gaziosmanpaşa ; Yeni Mahalle Mah.;4;2;165;13;4;250
 Küçükçekmece ; Cennet Mah.;1;1;60;15;0;140
 Beşiktaş ; Levent Mah.;3;1;120;29;8;850
 Ataşehir ; Barbaros Mah.;2;1;140;11;21;750
 Beşiktaş ; Yıldız Mah.;6;1;300;26;5;1850
 Gaziosmanpaşa ; Yenidoğan Mah.;1;1;58;5;2;230
 Büyükçekmece ; Sinanoba Mah.;2;1;85;11;3;200
 Büyükçekmece ; Yenimahalle Mah.;2;1;140;25;2;220
 Kağıthane ; Şirintepe Mah.;2;1;88;3;3;220
 Esenyurt ; Zafer Mah.;2;1;130;5;6;250
 Şişli ; Bozkurt Mah.;2;1;100;19;4;500
 Küçükçekmece ; Fatih Mah.;3;1;120;40;5;120
 Kağıthane ; Hürriyet Mah.;1;1;77;10;1;250
 Kağıthane ; Emniyet Evleri Mah.;3;1;125;35;2;280
 Şişli ; Merkez Mah.;2;1;110;45;4;300
 Zeytinburnu ; Sümer Mah.;2;1;95;2;6;460
 Kadıköy ; Erenköy Mah.;2;1;80;7;1;500
 Kağıthane ; Nurtepe Mah.;5;1;160;12;3;380
 Kağıthane ; Gültepe Mah.;1;1;80;28;2;160
 Şişli ; Meşrutiyet Mah.;2;1;70;26;5;6592
 Bağcılar ; Güneşli Mah.;2;1;132;3;14;350
 Şişli ; Feriköy Mah.;2;1;100;31;2;350
 Fatih ; Koca Mustafapaşa Mah.;1;1;75;45;3;175
 Kağıthane ; Ortabayır Mah.;1;1;60;5;-1;290
 Beylikdüzü ; Adnan Kahveci Mah.;1;1;105;8;9;270
 Eyüpsultan ; Mimar Sinan Mah.;3;1;164;1;0;1250
 Avcılar ; Yeşilkent Mah.;2;1;120;20;1;130
 Fatih ; Silivrikapı Mah.;2;1;75;36;-1;130
 Esenyurt ; Mehmet Akif Ersoy Mah.;2;1;90;10;0;135
 Ataşehir ; İçerenköy Mah.;1;1;65;16;1;300
 Kağıthane ; Harmantepe Mah.;1;1;68;30;-1;135
 Zeytinburnu ; Veliefendi Mah.;1;1;80;28;4;110
 Kağıthane ; Telsizler Mah.;1;1;50;10;3;230
 Kadıköy ; Kozyatağı Mah.;2;1;90;38;5;330
 Ataşehir ; Fetih Mah.;3;1;100;33;6;350
 Ataşehir ; İçerenköy Mah.;3;1;120;26;2;290
 Zeytinburnu ; Çırpıcı Mah.;2;1;85;10;-1;150
 Büyükçekmece ; Mimaroba Mah.;3;1;160;30;3;200
 Avcılar ; Cihangir Mah.;1;1;90;0;5;230
 Kadıköy ; Eğitim Mah.;3;1;130;45;3;265
 Bahçelievler ; Şirinevler Mah.;3;1;120;30;1;230
 Kadıköy ; Bostancı Mah.;3;1;145;30;8;450
 Üsküdar ; Zeynep Kamil Mah.;2;1;95;31;2;270
 Şişli ; Halaskargazi Mah.;2;1;180;1;8;1450
 Maltepe ; Altıntepe Mah.;2;1;100;7;1;350
 Beşiktaş ; Nisbetiye Mah.;3;2;200;45;4;800
 Sarıyer ; Maslak Mah.;2;1;130;8;11;700
 Kadıköy ; Caferağa Mah.;2;1;80;40;2;380
 Kartal ; Hürriyet Mah.;1;1;66;0;1;220
 Beykoz ; Kavacık Mah.;3;1;130;17;3;160
 Küçükçekmece ; Fevzi Çakmak Mah.;1;1;60;0;0;150
 Silivri ; Yeni Mah.;3;1;135;3;1;270
 Bahçelievler ; Siyavuşpaşa Mah.;2;1;80;0;2;390
 Bahçelievler ; Bahçelievler Mah.;2;1;85;42;1;200
 Üsküdar ; Kuzguncuk Mah.;1;1;80;51;0;450
 Bağcılar ;15 Temmuz Mah.;1;1;70;31;1;120
 Kadıköy ; Erenköy Mah.;3;1;130;4;5;1100
 Ataşehir ; Kayışdağı Mah.;1;1;50;12;1;210
 Esenyurt ; Bağlarçeşme Mah.;3;1;138;5;2;200
 Beşiktaş ; Dikilitaş Mah.;1;1;50;5;1;350
 Şişli ; Mecidiyeköy Mah.;1;1;59;7;1;230
 Beyoğlu ; Cihangir Mah.;2;1;120;30;5;450
 Şişli ; Merkez Mah.;1;1;92;8;21;550
 Üsküdar ; Zeynep Kamil Mah.;2;1;85;35;3;250
 Küçükçekmece ; Gültepe Mah.;3;1;115;30;1;215
 Pendik ; Kaynarca Mah.;2;1;120;25;2;195
 Kartal ; Orhantepe Mah.;2;1;60;0;5;275
 Beşiktaş ; Cihannüma Mah.;2;1;65;35;2;400
 Sarıyer ; Zekeriyaköy Mah.;4;1;187;20;2;675
 Kadıköy ; Zühtüpaşa Mah.;2;1;100;32;3;420
 Büyükçekmece ; Fatih Mah.;7;2;200;35;0;650
 Bakırköy ; Zuhuratbaba Mah.;3;1;135;38;4;350
 Sarıyer ; Cumhuriyet Mah.;3;1;165;30;0;550
 Sarıyer ; Huzur Mah.;3;1;110;26;5;450
 Şişli ; Paşa Mah.;2;1;82;30;-1;150
 Esenyurt ; Mehmet Akif Ersoy Mah.;2;1;115;10;7;200
 Üsküdar ; Bulgurlu Mah.;2;1;75;8;0;280
 Esenler ; Oruçreis Mah.;1;0;45;6;5;220
 Şişli ; Fulya Mah.;2;1;100;40;2;300
 Başakşehir ; Güvercintepe Mah.;2;1;90;0;7;250
 Kadıköy ; Göztepe Mah.;2;1;95;0;1;500
 Beşiktaş ; Konaklar Mah.;3;1;150;30;4;750
 Beşiktaş ; Nisbetiye Mah.;3;1;160;30;3;550
 Maltepe ; Feyzullah Mah.;2;1;100;0;3;450
 Beyoğlu ; Ömer Avni Mah.;180;160;180;45;3;1200
 Fatih ; Haseki Sultan Mah.;3;1;130;45;3;250
 Ataşehir ; Küçükbakkalköy Mah.;1;1;65;3;16;310
 Beşiktaş ; Dikilitaş Mah.;2;1;90;0;4;525
 Beşiktaş ; Akat Mah.;3;1;140;30;0;700
 Sarıyer ; Maden Mah.;4;1;300;6;0;1700
 Kartal ; Yakacık Yeni Mah.;3;1;110;13;2;255
 Esenyurt ; Güzelyurt Mah.;1;1;80;9;4;140
 Sarıyer ; Maslak Mah.;4;1;218;8;17;1150
 Kağıthane ; Merkez Mah.;2;1;100;4;3;300
 Kağıthane ; Seyrantepe Mah.;1;1;60;10;0;200
 Ataşehir ; Küçükbakkalköy Mah.;1;1;65;10;3;300
 Başakşehir ; Başakşehir Mah.;1;2;71;0;6;360
 Maltepe ; Feyzullah Mah.;3;2;180;8;5;510
 Fatih ; Hırka-i Şerif Mah.;3;1;115;11;1;300
 Fatih ; Cerrahpaşa Mah.;2;1;110;35;2;380
 Sarıyer ; Huzur Mah.;1;0;60;4;21;425
 Ümraniye ; Esenşehir Mah.;1;1;68;15;14;320
 Büyükçekmece ; Fatih Mah.;2;1;65;25;1;130
 Beyoğlu ; Kılıçali Paşa Mah.;3;1;100;0;1;550
 Ümraniye ; Atatürk Mah.;2;1;85;23;1;250
 Kadıköy ; Rasimpaşa Mah.;2;1;95;40;2;450
 Esenyurt ; Akçaburgaz Mah.;2;1;90;9;2;140
 Kağıthane ; Ortabayır Mah.;1;1;30;20;0;190
 Gaziosmanpaşa ; Yıldıztabya Mah.;1;1;75;7;15;300
 Sancaktepe ; Atatürk Mah.;2;1;114;11;4;300
 Beşiktaş ; Akat Mah.;4;1;175;28;4;730
 Çekmeköy ; Nişantepe Mah.;1;1;60;0;5;250
 Bağcılar ; Hürriyet Mah.;1;1;80;28;0;170
 Pendik ; Çamçeşme Mah.;3;1;135;20;2;180
 Üsküdar ; Altunizade Mah.;1;1;80;20;0;300
 Bahçelievler ; Kocasinan Merkez Mah.;2;1;85;25;0;165
 Kağıthane ; Merkez Mah.;1;1;68;5;11;350
 Şişli ;19 Mayıs Mah.;2;1;110;30;2;420
 Beşiktaş ; Etiler Mah.;3;1;120;35;5;550
 Üsküdar ; Burhaniye Mah.;1;1;75;0;1;300
 Fatih ; Yedikule Mah.;2;1;1000;5;0;170
 Beşiktaş ; Vişnezade Mah.;2;1;202;15;5;2100
 Şişli ; Gülbahar Mah.;2;1;65;10;-1;190
 Fatih ; Şehremini Mah.;1;1;59;45;0;120
 Şişli ; İnönü Mah.;1;0;35;30;0;120
 Beyoğlu ; Piyalepaşa Mah.;1;1;90;30;5;100
 Beyoğlu ; Firuzağa Mah.;2;1;100;5;3;600
 Bahçelievler ; Bahçelievler Mah.;3;1;125;40;1;310
 Küçükçekmece ; Atakent Mah.;1;1;81;5;2;300
 Maltepe ; İdealtepe Mah.;2;1;135;8;1;450
 Ataşehir ; İçerenköy Mah.;3;1;130;11;1;260
 Şişli ; Teşvikiye Mah.;1;1;100;1;10;900
 Bakırköy ; Zuhuratbaba Mah.;2;1;130;5;1;550
 Bahçelievler ; Soğanlı Mah.;3;1;165;29;3;280
 Kadıköy ; Osmanağa Mah.;1;0;35;30;4;200
 Başakşehir ;Bahçeşehir 2. Kısım Mah.;1;1;85;20;15;240
 Maltepe ; Altıntepe Mah.;2;1;80;5;0;370
 Sarıyer ; Bahçeköy Kemer Mah.;3;1;120;21;5;300
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;195;16;13;250
 Beylikdüzü ; Barış Mah.;3;1;145;25;13;350
 Bakırköy ; Şenlikköy Mah.;4;1;220;19;0;900
 Büyükçekmece ; Atatürk Mah.;3;1;125;25;5;180
 Avcılar ; Cihangir Mah.;2;1;90;9;2;220
 Şişli ; Fulya Mah.;2;1;90;30;3;350
 Adalar ; Burgazada Mah.;2;1;90;25;0;375
 Esenyurt ; Çınar Mah.;2;1;95;5;0;90
 Çekmeköy ; Mehmet Akif Mah.;2;1;85;13;2;210
 Küçükçekmece ; Yeşilova Mah.;2;1;85;27;2;190
 Ümraniye ; Çamlık Mah.;1;1;50;0;1;310
 Pendik ; Fevzi Çakmak Mah.;5;1;200;14;5;325
 Beykoz ; Göztepe Mah.;2;1;120;18;2;280
 Beykoz ; Merkez Mah.;2;1;100;26;1;240
 Şişli ; Teşvikiye Mah.;1;1;100;20;0;800
 Kağıthane ; Hamidiye Mah.;1;1;65;3;5;460
 Ataşehir ; İçerenköy Mah.;3;1;130;32;16;320
 Pendik ; Yenişehir Mah.;3;1;110;24;2;340
 Pendik ; Esenyalı Mah.;2;1;120;7;2;200
 Şişli ; Bozkurt Mah.;1;1;80;19;4;300
 Bakırköy ; Osmaniye Mah.;1;1;195;10;1;950
 Kartal ; Karlıktepe Mah.;3;1;155;25;3;330
 Beykoz ; Çiğdem Mah.;3;1;130;25;4;300
 Sultanbeyli ; Adil Mah.;1;1;68;9;1;215
 Şişli ; Meşrutiyet Mah.;1;1;45;10;3;450
 Silivri ; Yeni Mah.;3;1;140;5;3;350
 Maltepe ; Çınar Mah.;3;1;159;5;6;850
 Beylikdüzü ; Adnan Kahveci Mah.;3;1;190;16;4;300
 Tuzla ; Aydınlı Mah.;1;1;56;11;1;185
